"Gene","V1","EndoNeg_HeatxControl","EndoPos_HeatxControl","EndoPos_HPxControl","EndoNeg_HPxControl","EndoPos_HPxHeat","EndoNeg_HPxHeat","Control_NegxPos","Heat_NegxPos","PxH_NegxPos"
"gene.26055.0.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26059.67.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26147.22.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26237.4319.1",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26238.2372.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1020.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1311.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1314.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1316.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.140.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1504.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1647.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1699.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.1772.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2220.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2222.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2426.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2621.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2623.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2624.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2628.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2629.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2630.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2650.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2722.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.2845.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3392.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3434.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3514.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3548.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3549.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3579.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3646.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3744.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3845.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3871.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.3961.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4064.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4176.1",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4196.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4198.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4253.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.4308.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.566.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.660.3",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26239.774.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26240.3986.4",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26255.9.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26293.900.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1030.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1090.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1111.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1117.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1118.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1131.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1136.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1144.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1147.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.1152.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.174.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.268.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.745.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.939.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26295.956.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26315.0.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1034.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1140.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1179.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1189.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1192.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1703.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1824.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.1920.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.2286.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.2323.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.2455.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.2512.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.256.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.344.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.430.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.442.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.489.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.532.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.543.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.799.4",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.838.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.881.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26339.953.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26351.378.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26351.602.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26351.726.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26363.149.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26381.226.4",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26381.548.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.123.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1332.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1417.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1479.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1547.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1558.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.160.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1655.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1711.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.190.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1929.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.196.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.1960.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2006.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2008.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2139.0",0,"Significant Downregulated","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2225.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2241.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2252.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2280.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2343.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.2361.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.469.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.473.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.562.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.777.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26383.913.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26384.79.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1050.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1054.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1200.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1214.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1262.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1289.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.1687.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.27.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.436.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.754.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26411.828.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26412.1181.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26437.75.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26439.188.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26439.397.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26439.40.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26439.487.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26467.17.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26467.73.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26467.89.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26539.13.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26547.104.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26547.112.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26547.237.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26555.0.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.118.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1205.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1674.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1722.2",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1742.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1776.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1782.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1835.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.1934.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.2004.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.2014.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.2204.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.283.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.370.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.377.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.39.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.536.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.597.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.605.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.636.0",0,"Significant Upregulated","Not Significant","Significant Upregulated","Significant Upregulated","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.643.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.751.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.827.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26591.893.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26592.1779.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26599.396.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26599.723.0",0,"Significant Upregulated","Not Significant","Significant Upregulated","Significant Upregulated","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26639.39.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26639.57.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26639.61.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26723.26.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Significant Downregulated","Significant Downregulated","Significant Downregulated"
"gene.26729.723.3",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.2673.1341.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26731.221.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26731.232.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26731.268.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26731.390.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26737.26.3",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.122.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.1277.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.1539.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.1629.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.1760.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.1962.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2025.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2208.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2438.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2584.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2640.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2663.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2726.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
"gene.26739.2783.0",0,"Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant","Not Significant"
